,,,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19
"HC FeMn - 76% Mn Japan, Theoretical China Origin (CO)",CRU theoretical China import,USD/t,"1,329","1,327","1,330","1,336","1,340","1,330","1,323","1,293","1,326","1,276","1,260","1,247","1,235","1,214","1,173","1,140","1,022",982,933,871,827,"1,098",800,834,"1,046","1,124","1,119","1,061","1,036","1,267","1,309","1,586","1,745","1,758","1,682","1,482","1,295","1,391","1,363","1,383","1,368","1,451","1,532","1,542","1,431","1,396","1,765","1,772","1,769","1,770","1,664","1,596","1,638","1,582","1,613","1,598","1,593","1,605"
